extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,shadowMax,Contains the maximum number of days a password can be valid.,f285c952-50dd-449e-9160-3b880d99988d
Attributes,Lists attributes and their guids,shadowMin,Contains the minimum number of days between shadow changes.,a76b8737-e5a1-4568-b057-dc12e04be4b2
Attributes,Lists attributes and their guids,shadowWarning,Contains the number of days before the password expires to warn the user.,7ae89c9c-2976-4a46-bb8a-340f88560117
Attributes,Lists attributes and their guids,Shell-Context-Menu,The order number and GUID of the context menu for this object.,553fd039-f32e-11d0-b0bc-00c04fd8dca6
Attributes,Lists attributes and their guids,Shell-Property-Pages,The order number and GUID of property pages for managing Active Directory objects. These property pages can be accessed from the Windows shell. For more information see the document; Extending the User Interface for Directory Objects.,52458039-ca6a-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Short-Server-Name,Pre-WindowsÂ 2000 compatible server name for print servers.,45b01501-c419-11d1-bbc9-0080c76670c0
Attributes,Lists attributes and their guids,Show-In-Address-Book,This attribute is used to indicate in which MAPI address books an object will appear. It is usually maintained by the Exchange Recipient Update Service.,3e74f60e-3e73-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Show-In-Advanced-View-Only,TRUE if this attribute is to be visible in the Advanced mode of the UI.,bf967984-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,SID-History,Contains previous SIDs used for the object if the object was moved from another domain. Whenever an object is moved from one domain to another; a new SID is created and that new SID becomes the objectSID. The previous SID is added to the sIDHistory property.,17eb4278-d167-11d0-b002-0000f80367c1
Attributes,Lists attributes and their guids,Signature-Algorithms,This attribute indicates the type of algorithm that must be used to decode a digital signature during the authentication process.,2a39c5b2-8960-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Site-GUID,The unique identifier for a site.,3e978924-8c01-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,Site-Link-List,List of site links that are associated with this bridge.,d50c2cdd-8951-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Site-List,List of sites connected to this link object.,d50c2cdc-8951-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Site-Object,The distinguished name for the site to which this subnet belongs.,3e10944c-c354-11d0-aff8-0000f80367c1
Attributes,Lists attributes and their guids,Site-Object-BL,The list of distinguished names for subnets that belong to this site.,3e10944d-c354-11d0-aff8-0000f80367c1
Attributes,Lists attributes and their guids,Site-Server,Licensing master server for a given Site.,1be8f17c-a9ff-11d0-afe2-00c04fd930c9
Attributes,Lists attributes and their guids,SMTP-Mail-Address,Generic mail address attribute.  Used in the box as an optional attribute of server objects; where it is consumed by mail-based DS replication (if the computers are so configured).,26d9736f-6070-11d1-a9c6-0000f80367c1
Attributes,Lists attributes and their guids,SPN-Mappings,"This multiple-valued attribute contains a list of service principal names (SPN) to show the equivalence of SPN types. The SPN is the name a client uses to uniquely identify an instance of a service. If you install multiple instances of a service on computers throughout a forest; each instance must have its own SPN. A given service instance can have multiple SPNs if there are multiple names that clients might use for authentication.  For example; ""ldap/..."" SPNs could be mapped so that they are equivalent to ""host/..."" SPNs.",2ab0e76c-7041-11d2-9905-0000f87a57d4
Attributes,Lists attributes and their guids,State-Or-Province-Name,The name of a user's state or province.,bf967a39-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Street-Address,The street address.,bf967a3a-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Structural-Object-Class,This constructed attribute stores a list of classes contained in a class hierarchy; including abstract classes. This list does contain dynamically linked auxiliary classes.,3860949f-f6a8-4b38-9950-81ecb6bc2982
Attributes,Lists attributes and their guids,Sub-Class-Of,The parent class of a class.,bf967a3b-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Sub-Refs,List of subordinate references of a Naming Context.,bf967a3c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,SubSchemaSubEntry,The distinguished name for the location of the subschema object where a class or attribute is defined.,9a7ad94d-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Superior-DNS-Root,This is a system attribute that is used for referrals generation.,5245801d-ca6a-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Super-Scope-Description,This attribute provides a description for a superscope.,963d274c-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Super-Scopes,This attribute is used to group together all the different scopes used in the DHCP class into a single entity.,963d274b-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Supplemental-Credentials,Stored credentials for use in authenticating. The encrypted version of the user's password. This attribute is neither readable nor writable.,bf967a3f-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Supported-Application-Context,Specifies the object identifiers of application contexts that an OSI application supports.,1677588f-47f3-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Surname,This attribute contains the family or last name for a user.,bf967a41-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Sync-Attributes,Attributes that contain information on the sync objects.,037651e4-441d-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Sync-Membership,List of members contained in a SAM builtin group for synchronization.,037651e3-441d-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Sync-With-Object,Distinguished name of the object being synchronized for the SAM builtin group/local policy synchronization.,037651e2-441d-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Sync-With-SID,For the SAM builtin group object/ local policy synchronization; this is the local group to which an object corresponds.,037651e5-441d-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,System-Auxiliary-Class,A list of auxiliary classes that cannot be modified by the user.,bf967a43-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,System-Flags,An integer value that contains flags that define additional properties of the class.  See Remarks.,e0fa1e62-9b45-11d0-afdd-00c04fd930c9
Attributes,Lists attributes and their guids,System-May-Contain,The list of optional attributes for a class.  The list of attributes can only be modified by the system.,bf967a44-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,System-Must-Contain,The list of mandatory attributes for a class. These attributes must be specified when an instance of the class is created.  The list of attributes can only be modified by the system.,bf967a45-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,System-Only,A Boolean value that specifies whether only Active Directory can modify the class. System-only classes can only be created or deleted by the Directory System Agent.,bf967a46-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,System-Poss-Superiors,The list of classes that can contain this class. This list can only be modified by the system.,bf967a47-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Telephone-Number,The primary telephone number.,bf967a49-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Teletex-Terminal-Identifier,Specifies the Teletex terminal identifier and; optionally; parameters; for a teletex terminal associated with an object.,bf967a4a-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Telex-Number,A list of alternate telex numbers.,bf967a4b-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Telex-Primary,The primary telex number.,0296c121-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Template-Roots,This attribute is used on the Exchange config container to indicate where the template containers are stored. This information is used by the Active Directory MAPI provider.,ed9de9a0-7041-11d2-9905-0000f87a57d4
Attributes,Lists attributes and their guids,Template-Roots2,This attribute is used on the Exchange config container to indicate where the template containers are stored. This information is used by the Active Directory MAPI provider,b1cba91a-0682-4362-a659-153e201ef069
Attributes,Lists attributes and their guids,Terminal-Server,Opaque data used by the WindowsÂ NT terminal server.,6db69a1c-9422-11d1-aebd-0000f80367c1
Attributes,Lists attributes and their guids,Text-Country,The country/region in which the user is located.,f0f8ffa7-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Text-Encoded-OR-Address,This attribute is used to support X.400 addresses in a text format.,a8df7489-c5ea-11d1-bbcb-0080c76670c0
Attributes,Lists attributes and their guids,Time-Refresh,This attribute has the interval during which a resource record that is contained in an Active Directory integrated zone should be refreshed for the DNS server. The default interval is 7 days.,ddac0cf1-af8f-11d0-afeb-00c04fd930c9
Attributes,Lists attributes and their guids,Time-Vol-Change,This attribute indicates the last time that a file in the remote storage volume was changed.,ddac0cf0-af8f-11d0-afeb-00c04fd930c9
Attributes,Lists attributes and their guids,Title,Contains the user's job title. This property is commonly used to indicate the formal job title; such as Senior Programmer; rather than occupational class; such as programmer. It is not typically used for suffix titles such as Esq. or DDS.,bf967a55-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Token-Groups,A computed attribute that contains the list of SIDs due to a transitive group membership expansion operation on a given user or computer. Token Groups cannot be retrieved if  no Global Catalog is present to retrieve the transitive reverse memberships.,b7c69e6d-2cc7-11d2-854e-00a0c983f608
Attributes,Lists attributes and their guids,Token-Groups-Global-And-Universal,Token groups for Exchange.,46a9b11d-60ae-405a-b7e8-ff8a58d456d2
Attributes,Lists attributes and their guids,Token-Groups-No-GC-Acceptable,This attribute contains the list of SIDs due to a transitive group membership expansion operation on a given user or computer. Token groups cannot be retrieved if a Global Catalog is not present to retrieve the transitive reverse memberships.,040fc392-33df-11d2-98b2-0000f87a57d4
Attributes,Lists attributes and their guids,Tombstone-Lifetime,The number of days before a deleted object is removed from the directory services. This assists in removing objects from replicated servers and preventing restores from reintroducing a deleted object. This value is in the Directory Service object in the configuration NIC.,16c3a860-1273-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Transport-Address-Attribute,The name of the address type for the transport.,c1dc867c-a261-11d1-b606-0000f80367c1
Attributes,Lists attributes and their guids,Transport-DLL-Name,The name of the DLL that will manage a transport.,26d97372-6070-11d1-a9c6-0000f80367c1
Attributes,Lists attributes and their guids,Transport-Type,The distinguished name for a type of transport being used to connect sites together. This value can point to an IP or SMTP transport.,26d97374-6070-11d1-a9c6-0000f80367c1
Attributes,Lists attributes and their guids,Treat-As-Leaf,Display-specifiers with this flag set to TRUE force the related class to be displayed as a leaf class even if it has children.,8fd044e3-771f-11d1-aeae-0000f80367c1
Attributes,Lists attributes and their guids,Tree-Name,DNS name of the domain at the root of a tree.,28630ebd-41d5-11d1-a9c1-0000f80367c1
Attributes,Lists attributes and their guids,Trust-Attributes,This attribute stores the trust attributes for a trusted domain. Possible attribute values are as follows:,80a67e5a-9f22-11d0-afdd-00c04fd930c9
